label,sentence_id,string,npsub0,npsub1,npsub2,npsub3,npsub4,npsub5,npsub6,npsub7,npsub8,npsub9,npsub10,npsub11,npsub12,npsub13,npsub14,npsub15,npdo0,npdo1,npdo2,npdo3,npdo4,npdo5,npdo6,npdo7,npdo8,npdo9,npdo10,npdo11,npdo12,npdo13,npdo14,npdo15,npother0,npother1,npother2,npother3,npother4,npother5,npother6,npother7,npother8,npother9,npother10,npother11,npother12,npother13,npother14,npother15,vp0,vp1,vp2,vp3,vp4,vp5,vp6,vp7,vp8,vp9,vp10,vp11,vp12,vp13,vp14,vp15,vp16,vp17,vp18,vp19,vp20,snw_n,swn_v,swn_a,swn_r,timex
1,5,and_a_swift_transition_to_new_management_is_expected,a_swift_transition_to_new_management,0,Y,indef,transition,NN,common,sg,3,00201058-N,00199130-N,00191142-N,00037396-N,00001740-N,8,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,expected,none,none,expect,0,0,VBN,00628491-V,2,verb.cognition,present,expect,1,VBN,0,pres_perf,active,00719734-V,O,00670261-V,O,0.0,0.2923976608187134,0.202020202020202,0.0,NO
1,5,to_avert_an_exodus_of_skilled_workers_from_Waertsilae_Marine's_two_big_shipyards_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,an_exodus_of_skilled_workers_from_Waertsilae_Marine's_two_big_shipyards,0,N,indef,exodus,NN,common,sg,3,00060414-N,00058743-N,00046177-N,00030358-N,00001740-N,7,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,avert,none,none,avert,0,0,VB,02452885-V,1,verb.social,none,avert,0,VB,0,infinitif,active,02453321-V,O,O,O,0.0,0.0,0.3246753246753246,0.0,NO
1,5,government_officials_said_.,government_officials,1,Y,none,official,NNS,common,pl,3,10372373-N,10605985-N,09632518-N,00007846-N,00001740-N,9,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.3421052631578947,0.0,0.0,NO
1,6,Under_an_accord_signed_yesterday_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,an_accord_signed_yesterday,0,Y,indef,accord,NN,common,sg,3,13971065-N,13969243-N,13968547-N,00024720-N,00001740-N,6,noun.state,signed,none,none,sign,1,1,VBN,02367363-V,4,verb.communication,none,sign,0,VBN,0,other,unknown,00996485-V,02376958-V,00993014-V,00740577-V,0.27499999999999997,0.0,0.0,0.0,YES
1,6,the_government_and_Union_Bank_of_Finland_would_become_major_shareholders_in_the_new_company_,the_government_and_Union_Bank_of_Finland,0,Y,def,government,NN,common,sg,3,08050678-N,08050385-N,08008335-N,07950920-N,00001740-N,6,noun.group,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,become,none,none,become,0,0,VB,00109660-V,2,verb.change,none,become,0,VB,0,cond,active,00149583-V,O,00146138-V,O,0.0,0.006578947368421054,0.2556818181818182,0.0,NO
1,6,each_injecting_100_million_Finnish_markkaa_(_$23_._5_million_)_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,each_injecting_100_million_Finnish_markkaa_(_$23,0,none,def,markka,NN,common,sg,3,13688447-N,13688319-N,13604718-N,13583724-N,00001740-N,7,noun.quantity,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.0,0.03238866396761134,0.0,0.0,NO
3,7,Oy_Waertsilae_is,Oy_Waertsilae,0,none,none,waertsila,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,none,none,be,0,0,VBZ,02604760-V,0,verb.stative,present,be,0,VBZ,0,pres,active,O,O,O,O,0.0,0.4912280701754385,0.0,0.0,NO
1,7,to_contribute_200_million_markkaa__most_of_it_as_subordinated_debt_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,200_million_markkaa__most_of_it_as_subordinated_debt,0,none,none,markka,NN,common,sg,3,13688447-N,13688319-N,13604718-N,13583724-N,00001740-N,7,noun.quantity,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,contribute,none,none,contribute,0,0,VB,00126264-V,1,verb.possession,none,contribute,0,VB,0,infinitif,active,02324478-V,O,O,O,0.0,0.17004048582995954,0.0,0.0,NO
1,7,and_take_a_minority_stake_in_the_new_company_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,a_minority_stake_in_the_new_company,0,Y,indef,stake,NN,common,sg,3,13286801-N,13285176-N,13329641-N,00032613-N,00001740-N,6,noun.possession,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,take,none,none,take,0,0,VB,02367363-V,1,verb.social,none,take,0,VB,0,other,unknown,02599636-V,O,O,O,0.10500000000000002,0.0736842105263158,0.1590909090909091,0.0,NO
1,8,Customers_holding_contracts_for_Waertsilae_Marine's_undelivered_ships_are_expected,Customers_holding_contracts_for_Waertsilae_Marine's_undelivered_ships,1,Y,none,customer,NNS,common,pl,3,09984659-N,09612848-N,10741590-N,00007846-N,00001740-N,9,noun.person,contracts_for_Waertsilae_Marine's_undelivered_ships,1,Y,none,contract,NNS,common,pl,3,06520944-N,06771653-N,06770275-N,06722453-N,00001740-N,7,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,expected,none,none,expect,0,0,VBN,00628491-V,2,verb.cognition,present,expect,1,VBN,0,pres_perf,active,00719734-V,O,00670261-V,O,0.10500000000000002,0.431578947368421,0.0,0.0,NO
1,8,to_subscribe_most_of_the_remaining_170_million_markkaa_in_share_capital_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,most_of_the_remaining_170_million_markkaa,0,NO-NOUN,none,most,JJS,unknown,unknown,3,O,O,O,O,01557120-A,0,adj.all,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,subscribe,none,none,subscribe,0,0,VB,02298632-V,1,verb.possession,none,subscribe,0,VB,0,infinitif,active,02299110-V,O,O,O,0.0,0.0,0.0,0.0,NO
1,8,government_officials_said_.,government_officials,1,Y,none,official,NNS,common,pl,3,10372373-N,10605985-N,09632518-N,00007846-N,00001740-N,9,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.3421052631578947,0.0,0.0,NO
3,9,Waertsilae_Marine's_biggest_creditor_is_Miami_-_based_Carnival_Cruise_Lines_Inc_._Carnival_,Waertsilae_Marine's_biggest_creditor,0,Y,none,creditor,NN,common,sg,3,09976728-N,00007846-N,00004475-N,00004258-N,00001740-N,7,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,none,none,miamus,0,1,NNP,O,0,O,present,be,0,VBZ,0,pres,active,O,O,O,O,0.0,0.014035087719298246,0.0,0.0,NO
1,9,which_has_three_ships_on_order_from_Waertsilae_Marine_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,three_ships,1,Y,none,ship,NNS,common,pl,3,04194289-N,04530566-N,03125870-N,04524313-N,00001740-N,10,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,has,none,none,have,0,0,VBZ,02203362-V,0,verb.possession,present,have,0,VBZ,0,pres,active,O,O,O,O,0.10500000000000002,0.0736842105263158,0.0,0.0,NO
1,9,presented_claims_for_$1_._5_billion_damages_in_the_bankruptcy_court_this_week_.,5_billion_damages_in_the_bankruptcy,1,N,none,damages,NNS,common,pl,3,13290676-N,13282550-N,13282007-N,13278375-N,00001740-N,10,noun.possession,claims,1,Y,none,claim,NNS,common,pl,3,06729864-N,06729499-N,06725877-N,06722453-N,00001740-N,7,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,presented,none,none,present,0,0,VBD,02137132-V,1,verb.perception,past,present,0,VBD,0,sim_past,active,02148788-V,O,O,O,0.5299999999999999,0.014035087719298246,0.0,0.0,YES
1,10,Waertsilae_Marine's_bankruptcy_proceedings_began_Tuesday_in_a_Helsinki_court_.,Waertsilae_Marine's_bankruptcy_proceedings,0,N,none,proceedings,NNS,common,pl,3,01184814-N,01181475-N,01080366-N,00030358-N,00001740-N,7,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,began,none,none,begin,1,1,VBD,00345761-V,0,verb.change,past,begin,0,VBD,0,sim_past,active,O,O,O,O,0.31363636363636366,0.05741626794258373,0.0,0.0,YES
1,0,Ralston_Purina_Co_._reported_a_47%_decline_in_fourth_-_quarter_earnings_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,a_47%_decline_in_fourth_-_quarter_earnings,0,Y,indef,decline,NN,common,sg,3,13457378-N,13458571-N,00029677-N,00001930-N,00001740-N,4,noun.process,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,reported,none,none,report,0,0,VBD,02367363-V,4,verb.communication,past,report,0,VBD,0,sim_past,active,00965035-V,02376958-V,00831651-V,00740577-V,0.255863539445629,0.07359307359307359,0.0,0.0,YES
1,0,reflecting_restructuring_costs_as_well_as_a_more_difficult_pet_food_market_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,restructuring_costs_as_well_as_a_more_difficult_pet_food_market,1,Y,none,cost,NNS,common,pl,3,13275847-N,13275288-N,13252973-N,00032613-N,00001740-N,6,noun.possession,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,reflecting,none,none,reflect,0,0,VBG,02367363-V,5,verb.perception,none,reflect,0,VBG,0,other,unknown,02136892-V,00740577-V,00923793-V,00831651-V,0.28702640642939153,0.08391608391608393,0.11076923076923081,0.11076923076923081,NO
1,1,The_St_._Louis_company_earned_$45_._2_million__or_65_cents_a_share_,2_million__or_65_cents_a_share_,0,NO-NOUN,none,million,CD,unknown,unknown,3,O,O,O,O,O,0,O,$45,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,earned,none,none,earn,0,0,VBD,02210855-V,1,verb.possession,past,earn,0,VBD,0,sim_past,active,02289295-V,O,O,O,0.0,0.049910873440285206,0.0,0.0,NO
1,1,compared_with_$84_._9_million__or_$1_._24_a_share__a_year_earlier_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,9_million__or_$1_.,0,NO-NOUN,none,million,CD,unknown,unknown,3,O,O,O,O,O,0,O,compared,none,none,compare,0,0,VBN,00644583-V,1,verb.cognition,none,compare,0,VBN,0,other,unknown,00652900-V,O,O,O,0.0,0.043771043771043766,0.0,0.0,YES
1,1,Sales_in_the_latest_period_were_$1_._76_billion__a_13%_increase_from_last_year's_$1_._55_billion_.,Sales_in_the_latest_period,1,Y,none,sale,NNS,common,pl,3,01114824-N,01113068-N,01090446-N,01106808-N,00001740-N,9,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,were,none,none,$,0,1,$,O,0,O,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.1085481682496608,0.02479338842975207,0.1745454545454546,0.0,NO
1,2,For_the_year_ended_Sept_._30_,30,0,NO-NOUN,none,30,CD,unknown,unknown,3,O,O,O,O,O,0,O,Sept,0,none,none,sept,NNP,proper,sg,3,15212739-N,15209706-N,15209413-N,15113229-N,00001740-N,7,noun.time,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,ended,none,none,end,0,0,VBD,02609764-V,0,verb.stative,past,end,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.0,0.0,0.0,YES
1,2,Ralston_earned_$422_._5_million__or_$6_._44_a_share__up_8_._9%_from_$387_._8_million__or_$5_._63_a_share_.,Ralston,0,none,none,ralston,NNP,proper,sg,3,O,O,O,O,O,0,O,a_share,0,Y,indef,share,NN,common,sg,3,13285176-N,13329641-N,00032613-N,00031921-N,00001740-N,5,noun.possession,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,earned,none,none,earn,0,0,VBD,02210855-V,1,verb.possession,past,earn,0,VBD,0,sim_past,active,02289295-V,O,O,O,0.0,0.0,0.0,0.0,NO
1,3,This_year's_results_included_a_gain_of_$70_._2_million_on_the_disposal_of_seafood_operations_.,This_year's_results,0,Y,none,result,NNS,common,pl,3,11410625-N,00034213-N,00029677-N,00001930-N,00001740-N,4,noun.phenomenon,a_gain_of_$70,0,Y,indef,gain,NN,common,sg,3,13754293-N,13576355-N,00033615-N,00002137-N,00001740-N,4,noun.quantity,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,included,none,none,include,0,0,VBD,02632940-V,0,verb.stative,past,include,0,VBD,0,sim_past,active,O,O,O,O,0.16583747927031509,0.0,0.0,0.0,NO
1,4,Sales_for_the_full_year_were_$6_._6_billion__up_13%_from_$5_._8_billion_.,Sales_for_the_full_year,1,Y,none,sale,NNS,common,pl,3,01114824-N,01113068-N,01090446-N,01106808-N,00001740-N,9,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,were,none,none,$,0,1,$,O,0,O,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.03827751196172249,0.0,0.0,YES
1,5,Ralston_said,Ralston,0,none,none,ralston,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.8787878787878789,0.0,0.0,NO
1,5,its_restructuring_costs_include_the_phase_-_out_of_a_battery_facility_in_Greenville__N_._C_.__the_recent_closing_of_a_Hostess_cake_bakery_in_Cincinnati_and_a_reduction_in_staff_throughout_the_company_.,its_restructuring_costs,0,Y,def,cost,NNS,common,pl,3,13275847-N,13275288-N,13252973-N,00032613-N,00001740-N,6,noun.possession,the_phase_-_out_of_a_battery_facility_in_Greenville__N,0,Y,def,phase,NN,common,sg,3,15290337-N,15113229-N,13575869-N,00033615-N,00001740-N,5,noun.time,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,include,none,none,include,0,0,VBP,02632940-V,0,verb.stative,present,include,0,VBP,0,pres,active,O,O,O,O,0.06888633754305398,0.0,0.0,0.0,NO
1,6,The_battery_plant__will_be_closed_over_the_next_year_or_so_,the_next_year_or_so,0,Y,def,year,NN,common,sg,3,15203791-N,15113229-N,13575869-N,00033615-N,00001740-N,5,noun.time,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.255863539445629,0.20779220779220778,0.08571428571428572,0.0,YES
3,6,which_makes_rechargeable_nickel_cadmium_and_carbon_zinc_products_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,rechargeable_nickel_cadmium_and_carbon_zinc_products,0,N,none,cadmium,NN,common,sg,3,14632444-N,14625458-N,14622893-N,00019613-N,00001740-N,6,noun.substance,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,makes,none,none,make,0,0,VBZ,02560585-V,0,verb.social,present,make,0,VBZ,0,pres,active,O,O,O,O,0.13432835820895525,0.1272727272727273,0.21600000000000005,0.0,NO
1,6,a_spokesman_said_.,a_spokesman,0,Y,indef,spokesman,NN,common,sg,3,10638310-N,10638385-N,09774783-N,00007846-N,00001740-N,9,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.4090909090909091,0.0,0.0,NO
1,7,Ralston_attributed_its_fourth_-_quarter_slump_partly_to_higher_costs_of_ingredients_in_the_pet_food_business_as_well_as_competitive_pressures_,competitive_pressures,1,Y,none,pressure,NNS,common,pl,3,11495041-N,11419404-N,11408559-N,00034213-N,00001740-N,6,noun.phenomenon,its_fourth_-_quarter_slump,0,Y,def,slump,NN,common,sg,3,13556509-N,13464204-N,13457378-N,13458571-N,00001740-N,6,noun.process,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,attributed,positive,partly,attribute,0,1,VBD,00628491-V,2,verb.cognition,past,attribute,0,VBD,0,sim_past,active,00726300-V,O,00670261-V,O,0.5597014925373135,0.0,0.14,-0.05,YES
1,7,which_required_higher_advertising_spending_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,higher_advertising_spending,0,none,none,spend,NN,common,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,required,none,none,require,0,0,VBD,02627934-V,0,verb.stative,past,require,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.25252525252525254,0.52,0.0,NO
1,8,For_the_year__pet_food_volume_was_flat_,pet_food_volume,0,Y,none,volume,NN,common,sg,3,13779032-N,00033615-N,00002137-N,O,00001740-N,3,noun.quantity,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,none,none,flat,0,0,JJ,00910101-A,0,adj.all,past,be,0,VBD,0,sim_past,active,O,O,O,O,0.7014925373134329,0.1272727272727273,0.21600000000000005,0.0,YES
1,8,the_company_said_.,the_company,0,Y,def,company,NN,common,sg,3,08058098-N,08053576-N,08008335-N,07950920-N,00001740-N,6,noun.group,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.4090909090909091,0.0,0.0,NO
1,9,Its_cereal_division_realized_higher_operating_profit_on_volume_increases_,Its_cereal_division,0,Y,def,division,NN,common,sg,3,08213205-N,08190754-N,08198398-N,08189659-N,00001740-N,8,noun.group,higher_operating_profit_on_volume_increases,0,Y,none,profit,NN,common,sg,3,13258362-N,13255145-N,13254985-N,13254805-N,00001740-N,9,noun.possession,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,realized,none,none,realize,0,0,VBD,00594621-V,1,verb.cognition,past,realize,0,VBD,0,sim_past,active,00728617-V,O,O,O,0.6241519674355495,0.11019283746556476,0.1745454545454546,0.0,NO
1,9,but_also_spent_more_on_promotion_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,more,-1,O,O,O,O,O,O,0,O,O,O,O,01555133-A,0,adj.all,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,spent,positive,also,spend,0,1,VBD,02708420-V,0,verb.stative,past,spend,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.20779220779220778,0.0,0.0,NO
1,10,The_Continental_Baking_business_benefited_from_higher_margins_on_bread_and_on_increased_cake_sales_,The_Continental_Baking_business,0,Y,def,business,NN,common,sg,3,08061042-N,08056231-N,08008335-N,07950920-N,00001740-N,6,noun.group,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,benefited,none,none,benefit,0,0,VBD,02210855-V,1,verb.possession,past,benefit,0,VBD,0,sim_past,active,02290461-V,O,O,O,0.3824626865671642,0.05681818181818182,0.04500000000000002,0.0,NO
1,10,it_added_.,it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,added,none,none,add,0,0,VBD,00109660-V,3,verb.change,past,add,0,VBD,0,sim_past,active,00182406-V,O,00156601-V,00169651-V,0.0,0.5656565656565656,0.0,0.0,NO
1,11,Ralston_said,Ralston,0,none,none,ralston,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.8787878787878789,0.0,0.0,NO
2,11,its_Eveready_battery_unit_was_hurt_by_continuing_economic_problems_in_South_America_.,its_Eveready_battery_unit,0,Y,def,unit,NN,common,sg,3,13583724-N,13576101-N,00033615-N,00002137-N,00001740-N,4,noun.quantity,continuing_economic_problems_in_South_America,1,Y,none,problem,NNS,common,pl,3,14410605-N,14408086-N,13920835-N,00024720-N,00001740-N,6,noun.state,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,hurt,none,none,hurt,0,0,VBN,02123903-V,1,verb.perception,past,hurt,1,VBN,0,past_perf,active,02122164-V,O,O,O,0.4584221748400853,0.20779220779220778,0.08571428571428572,0.0,NO
1,12,Ralston_shares_closed_yesterday_at_$80_._50__off_$1__in_New_York_Stock_Exchange_composite_trading_.,Ralston_shares,1,Y,none,share,NNS,common,pl,3,13285176-N,13329641-N,00032613-N,00031921-N,00001740-N,5,noun.possession,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,closed,none,none,close,1,1,VBD,01345109-V,0,verb.contact,past,close,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.03333333333333334,0.0,-0.011999999999999974,YES
1,0,Electronic_theft_by_foreign_and_industrial_spies_and_disgruntled_employees_is_costing_U_._S_._companies_billions,Electronic_theft_by_foreign_and_industrial_spies_and_disgruntled_employees,0,Y,none,theft,NN,common,sg,3,00780889-N,00768701-N,00766234-N,00745005-N,00001740-N,10,noun.act,U,0,Y,none,u,NNP,proper,sg,3,15084357-N,14964590-N,14850483-N,14727670-N,00001740-N,10,noun.substance,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,billions,none,none,billion,0,0,VBZ,O,0,O,present,billion,0,VBZ,0,pres,active,O,O,O,O,0.03205128205128205,0.19402985074626866,0.2519561815336463,0.0,NO
2,0,and_eroding_their_international_competitive_advantage_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,their_international_competitive_advantage,0,Y,def,advantage,NN,common,sg,3,05155821-N,05154517-N,04723816-N,00024264-N,00001740-N,5,noun.attribute,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.2637362637362637,0.15991471215351813,0.8028169014084507,0.0,NO
1,1,That_was_the_message_delivered_by_government_and_private_security_experts_at_an_all_-_day_conference_on_corporate_electronic_espionage_.,That,0,NO-NOUN,none,that,DT,pronoun,unknown,3,O,O,O,O,O,0,O,government_and_private_security_experts,1,Y,none,expert,NNS,common,pl,3,09617867-N,00007846-N,00004475-N,00004258-N,00001740-N,7,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,none,none,message,0,1,NN,00001740-N,3,noun.communication,past,be,0,VBD,0,sim_past,active,06253690-N,O,00033020-N,00002137-N,0.1258741258741259,0.08548168249660788,0.1882202304737516,0.0,YES
4,2,"""Hostile_and_even_friendly_nations_routinely_steal_information_from_U_._S_._companies",Hostile_and_even_friendly_nations,1,Y,none,nation,NNS,common,pl,3,08168978-N,08359949-N,08189659-N,08008335-N,00001740-N,7,noun.group,information,0,N,none,information,NN,common,sg,3,06634376-N,06598915-N,00033020-N,00002137-N,00001740-N,4,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,companies,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.07417582417582416,0.057569296375266525,0.1267605633802817,0.1267605633802817,NO
4,2,"and_share_it_with_their_own_companies__""",O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.0,0.1144278606965174,0.0,0.0,NO
1,2,said_Noel_D_._Matchett__a_former_staffer_at_the_federal_National_Security_Agency_and_now_president_of_Information_Security_Inc_.__Silver_Spring__Md_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,Noel_D,0,Y,none,d,NNP,proper,sg,3,15092227-N,15089472-N,15089258-N,07570720-N,00001740-N,8,noun.substance,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.004632012352032938,0.010199125789218066,0.010199125789218066,YES
2,3,"It_""may_well_be""",It,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,be,positive,well,be,0,1,VB,02604760-V,0,verb.stative,none,be,0,VB,0,cond,active,O,O,O,O,0.0,0.0,0.0,0.6901408450704226,NO
2,3,"that_theft_of_business_data_is_""as_serious_a_strategic_threat_to_national_security""",theft_of_business_data,0,Y,none,theft,NN,common,sg,3,00780889-N,00768701-N,00766234-N,00745005-N,00001740-N,10,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,none,none,threat,0,3,NN,00001740-N,4,noun.state,present,be,0,VBZ,0,pres,active,14543231-N,00001930-N,14541044-N,00007347-N,0.2637362637362637,0.057569296375266525,0.352112676056338,0.0,NO
2,3,as_it_is_a_threat_to_the_survival_of_victimized_U_._S_._firms_,it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,none,none,threat,0,1,NN,00001740-N,4,noun.state,present,be,0,VBZ,0,pres,active,14543231-N,00001930-N,14541044-N,00007347-N,0.05048076923076923,0.13432835820895522,0.0,0.0,NO
1,3,said_Michelle_Van_Cleave__the_White_House's_assistant_director_for_National_Security_Affairs_.,Michelle_Van_Cleave__the_White_House's_assistant_director_for_National_Security_Affairs,0,none,none,cleave,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,said,none,none,say,0,0,VBD,00940384-V,1,verb.communication,past,say,0,VBD,0,sim_past,active,01009240-V,O,O,O,0.0,0.05074626865671642,0.0,0.0,NO
